id,description,start_date,end_date,created_by,updated_by,vendor_id,dealer_site_id
157,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",01/07/2021,29/03/2022,3890,4519,4188,4161
158,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",18/09/2021,10/02/2022,3787,25,253,1516
159,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",18/02/2022,18/07/2021,4669,2806,2728,456
160,Aliquam erat volutpat.,08/12/2021,25/05/2022,308,1665,3121,492
161,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",02/09/2021,02/03/2022,4983,3917,1661,3828
162,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",26/09/2021,07/08/2021,2445,2929,819,1606
163,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",15/10/2021,17/09/2021,2841,3896,4324,4051
164,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,20/06/2021,07/07/2021,3917,3036,674,4768
165,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",15/05/2022,16/07/2021,3702,1184,734,1135
166,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",07/09/2021,17/10/2021,1990,2673,107,3348
167,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,01/06/2022,25/02/2022,1099,2272,3218,1202
168,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",07/06/2022,13/06/2021,3707,4629,785,3119
169,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",29/06/2021,13/05/2022,3834,272,1137,845
170,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",12/05/2022,13/05/2022,2939,1522,1310,2247
171,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",08/08/2021,02/10/2021,4763,3202,3257,3888
172,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",12/11/2021,07/04/2022,3197,1411,4626,2660
173,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",09/04/2022,06/12/2021,4912,4246,2862,1704
174,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",17/06/2021,23/04/2022,4008,2425,1210,1595
175,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",19/06/2021,17/10/2021,739,3795,4677,118
176,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,18/02/2022,14/11/2021,1665,1647,3667,3451
177,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",09/07/2021,16/03/2022,1774,4649,258,1249
178,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",16/01/2022,08/02/2022,1723,3537,3352,538
179,In sagittis dui vel nisl.,29/08/2021,09/10/2021,2991,4341,3321,2481
180,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",03/11/2021,29/10/2021,2994,1937,4029,4702
181,Quisque id justo sit amet sapien dignissim vestibulum.,25/01/2022,03/02/2022,4833,4350,3173,499
182,Quisque ut erat. Curabitur gravida nisi at nibh.,14/07/2021,06/11/2021,3132,2534,259,3809
183,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",04/09/2021,12/11/2021,470,3562,1730,3213
184,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,03/08/2021,04/06/2022,4849,508,581,4719
185,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,26/12/2021,23/05/2022,4415,760,3776,703
186,Cras non velit nec nisi vulputate nonummy.,25/12/2021,10/01/2022,4312,1829,976,2110
187,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",14/10/2021,22/07/2021,2710,3357,1642,1528
188,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",17/10/2021,08/12/2021,2905,3088,2200,4906
189,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",31/08/2021,21/12/2021,2184,3442,969,4580
190,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,11/09/2021,29/04/2022,266,65,2306,4704
191,Aliquam sit amet diam in magna bibendum imperdiet.,09/03/2022,24/09/2021,2851,2875,1060,2332
192,Morbi a ipsum. Integer a nibh. In quis justo.,06/07/2021,20/04/2022,2788,2633,425,4433
193,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",11/10/2021,23/03/2022,2320,1176,1778,4630
194,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",22/05/2022,14/04/2022,2204,1804,3389,2638
195,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",17/03/2022,04/01/2022,2294,1618,3893,4194
196,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,17/11/2021,20/12/2021,1848,4116,4048,1297
197,Ut tellus. Nulla ut erat id mauris vulputate elementum.,23/07/2021,26/07/2021,2938,749,689,1947
198,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",15/11/2021,11/06/2022,919,4493,2583,1481
199,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,01/02/2022,09/07/2021,85,4942,3897,34
200,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,15/05/2022,10/01/2022,1508,3929,337,1616
201,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",31/12/2021,08/04/2022,3235,2000,4518,86
202,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",21/04/2022,24/04/2022,789,3117,61,3736
203,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,21/06/2021,16/05/2022,2435,1652,3042,2116
204,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",11/02/2022,11/02/2022,1300,551,450,1104
205,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",22/04/2022,15/07/2021,1662,4745,2205,974
206,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",23/06/2021,06/10/2021,4123,2601,3748,2723
207,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,24/11/2021,06/04/2022,3121,1237,4460,1385
208,Donec posuere metus vitae ipsum. Aliquam non mauris.,21/06/2021,22/01/2022,1964,2663,3123,253
209,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",10/02/2022,16/03/2022,1440,907,4727,3011
210,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,13/09/2021,03/07/2021,2370,2942,3484,430
211,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,01/06/2022,19/01/2022,3579,2492,4761,4757
212,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",01/03/2022,23/12/2021,3011,1092,3512,1760
213,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",06/07/2021,07/05/2022,3684,101,2393,4005
214,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",10/11/2021,10/02/2022,321,4916,4383,3562
215,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",01/09/2021,26/12/2021,4167,4834,3322,3643
216,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,21/05/2022,31/10/2021,2959,4320,1053,1239
217,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",06/08/2021,13/05/2022,4598,4463,2550,3015
218,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",12/01/2022,28/02/2022,3716,4234,1062,621
219,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",21/11/2021,28/03/2022,2324,2020,4561,3249
220,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",16/02/2022,29/07/2021,4885,2040,2163,640
221,Integer a nibh. In quis justo.,22/04/2022,23/08/2021,4119,579,1578,4579
222,Ut at dolor quis odio consequat varius.,15/01/2022,16/12/2021,3346,3421,1406,281
223,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",24/02/2022,04/03/2022,1274,2470,2247,1475
224,Phasellus sit amet erat. Nulla tempus.,06/02/2022,08/06/2022,934,1698,458,4627
225,Nunc rhoncus dui vel sem. Sed sagittis.,16/03/2022,29/08/2021,2982,4001,1959,4869
226,Ut at dolor quis odio consequat varius.,14/02/2022,19/07/2021,4093,1218,1405,4888
227,Pellentesque at nulla.,02/11/2021,15/10/2021,4074,2325,2746,4950
228,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",03/01/2022,27/02/2022,3537,2460,2824,1186
229,In congue. Etiam justo.,12/01/2022,17/05/2022,2646,2508,4756,2349
230,Nunc nisl.,17/12/2021,27/09/2021,2094,851,909,2280
231,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,10/06/2022,23/05/2022,3026,4811,2479,2353
232,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,04/12/2021,12/10/2021,856,3630,2888,4155
233,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",07/06/2022,02/06/2022,578,23,4607,966
234,Suspendisse potenti.,06/02/2022,21/09/2021,1046,1624,142,1240
235,Nunc nisl.,21/01/2022,10/06/2022,173,3815,932,4935
236,Phasellus in felis. Donec semper sapien a libero. Nam dui.,02/07/2021,26/04/2022,1427,3663,2380,594
237,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,22/03/2022,22/10/2021,316,4511,385,3794
238,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",06/12/2021,06/12/2021,831,4641,3044,4542
239,Phasellus in felis. Donec semper sapien a libero.,26/08/2021,16/06/2021,992,215,1895,1607
240,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",11/08/2021,22/06/2021,698,2931,4084,1185
241,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",26/11/2021,31/08/2021,1279,3494,3136,4311
242,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",04/08/2021,23/09/2021,160,2173,105,1681
243,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",05/04/2022,11/04/2022,4234,3819,4138,1661
244,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",07/07/2021,07/03/2022,4732,1931,3103,2248
245,Morbi vel lectus in quam fringilla rhoncus.,10/08/2021,01/04/2022,2230,4143,1951,2282
246,Proin interdum mauris non ligula pellentesque ultrices.,09/05/2022,04/09/2021,127,2302,3814,933
247,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",05/12/2021,14/12/2021,1619,2394,4477,3103
248,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",31/10/2021,24/07/2021,4563,723,2736,2703
249,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",09/02/2022,20/05/2022,1629,2888,3178,4498
250,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",09/09/2021,28/05/2022,1325,895,1760,4301
251,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",03/10/2021,17/04/2022,4906,277,600,2448
252,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,02/07/2021,16/06/2021,278,2320,3953,2166
253,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",01/05/2022,16/09/2021,671,4194,4513,3076
254,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",12/05/2022,18/09/2021,933,1715,1961,4712
